MSSubClass,MSZoning,Alley,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,PoolQC,Fence,SaleType,SaleCondition,SalePrice,TotalBsmtSF_1stFlrSF_PC,2ndFlrSF_GrLivArea_PC,LotArea_LotFrontage_PC
20,RL,NoAlley,IR1,Low,CulDSac,ClearCr,Norm,1Fam,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,226,GLQ,1063,96,GasA,Ex,Y,SBrkr,1,1,0,2,1,TA,5,Mod,2,TA,Attchd,1954.0,Unf,2,439,TA,TA,Y,81,0,0,0,0,NoPool,NoFence,WD,Normal,241500,327.57061413283395,-346.9924467792174,1.3262502161147687
60,RL,NoAlley,IR1,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,524,Unf,0,628,GasA,Ex,Y,SBrkr,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1999.0,Fin,3,671,TA,TA,Y,132,57,0,0,0,NoPool,NoFence,WD,Normal,290000,94.57056224527719,759.007669582083,0.37799654854214104
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,Feedr,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,TA,TA,CBlock,TA,TA,No,Rec,620,LwQ,620,0,GasA,Gd,Y,SBrkr,1,2,0,3,1,TA,6,Min1,1,Gd,Attchd,1958.0,RFn,1,338,TA,TA,Y,289,0,0,0,0,NoPool,MnPrv,WD,Normal,139000,182.57073873992044,-346.99235566843106,0.13350242109752664
20,RL,NoAlley,Reg,Lvl,Corner,Mitchel,Norm,1Fam,1Story,5,7,1982,1982,Gable,CompShg,HdBoard,ImStucc,,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,546,Unf,0,270,GasA,TA,Y,SBrkr,0,1,0,2,1,TA,5,Typ,0,NoFirePlace,Attchd,1982.0,Unf,1,264,TA,TA,Y,168,0,0,0,0,NoPool,NoFence,WD,Normal,124500,-241.42958445965553,-346.99270621493474,-0.01709572576809215
50,RL,NoAlley,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,952,GasW,Gd,N,SBrkr,0,2,1,3,1,Ex,5,Typ,0,NoFirePlace,Detchd,1978.0,Unf,2,672,TA,TA,Y,74,0,0,144,0,NoPool,NoFence,WD,Normal,205000,-105.42951923995656,249.00754124799624,-0.2871984202050033
20,RL,NoAlley,IR1,Lvl,Inside,Mitchel,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1560,GasA,Ex,Y,SBrkr,0,2,0,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,2003.0,Fin,2,573,TA,TA,Y,100,150,0,0,0,NoPool,NoFence,WD,Normal,201000,502.570662389586,-346.9923784931308,0.3204791991962388
20,RL,NoAlley,Reg,Lvl,Corner,Gilbert,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,LwQ,120,Unf,0,744,GasA,Ex,Y,SBrkr,0,1,0,2,1,TA,4,Typ,0,NoFirePlace,Detchd,1951.0,Unf,2,400,TA,TA,Y,0,0,0,0,0,NoPool,NoFence,WD,Normal,141000,-193.42955989190943,-346.99267731698103,1.0039014216714293
20,RL,NoAlley,Reg,Lvl,Inside,NridgHt,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,2121,GasA,Ex,Y,SBrkr,0,2,1,3,1,Ex,8,Typ,1,Ex,Attchd,2007.0,Fin,3,732,TA,TA,Y,124,98,0,142,0,NoPool,NoFence,New,Partial,415298,1063.570746328966,-346.99222307985326,0.629986764807855
60,RL,NoAlley,Reg,Lvl,Inside,ClearCr,Norm,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,TA,TA,CBlock,Gd,TA,No,BLQ,392,Unf,0,768,GasA,Ex,Y,SBrkr,0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1977.0,Fin,2,505,TA,TA,Y,288,117,0,0,0,NoPool,NoFence,WD,Normal,192000,102.57055708541088,519.0076417942612,0.18713860009057726
60,RL,NoAlley,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,6,1989,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,421,Unf,0,386,GasA,Gd,Y,SBrkr,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1989.0,Fin,2,575,TA,TA,Y,0,84,0,0,0,NoPool,NoFence,WD,Normal,228500,-250.4293775620356,460.0076392439128,0.28752261072130736
20,FV,Pave,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,905,Unf,0,357,GasA,Gd,Y,SBrkr,0,2,0,2,1,Gd,5,Typ,0,NoFirePlace,Attchd,2006.0,Fin,2,572,TA,TA,Y,0,120,0,0,0,NoPool,NoFence,New,Partial,185000,204.57059030548203,-346.99248572041773,-0.2543451481839796
120,RL,NoAlley,Reg,Lvl,Inside,NridgHt,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,0,410,GasA,Ex,Y,SBrkr,1,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,2,626,TA,TA,Y,172,62,0,0,0,NoPool,NoFence,ConLw,Normal,207500,256.5706047917156,-346.99246529771347,-0.8280981168269363
20,RL,NoAlley,Reg,Lvl,Inside,Somerst,Feedr,1Fam,1Story,8,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1468,GasA,Ex,Y,SBrkr,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2008.0,Fin,3,898,TA,TA,Y,210,150,0,0,0,NoPool,NoFence,New,Partial,244600,410.5706427610655,-346.99240924082994,0.09803075068457545
120,RL,NoAlley,Reg,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,430,Unf,0,1145,GasA,Gd,Y,SBrkr,1,2,0,2,1,Gd,5,Typ,0,NoFirePlace,Attchd,1992.0,RFn,2,529,TA,TA,Y,0,0,52,0,0,NoPool,NoFence,WD,Normal,179200,517.5706653977074,-346.99237365236627,-0.24541447489571766
160,FV,Pave,IR1,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,625,GasA,Ex,Y,SBrkr,0,2,1,2,1,Gd,5,Typ,0,NoFirePlace,Detchd,2006.0,RFn,2,528,TA,TA,Y,0,54,0,0,0,NoPool,NoFence,New,Partial,164700,-432.4297042844803,278.00742937949343,-0.9684869661457611
50,RL,NoAlley,IR1,Bnk,Inside,NAmes,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,312,GasA,TA,Y,SBrkr,0,1,1,3,1,Gd,7,Typ,1,Gd,Attchd,1962.0,RFn,2,440,TA,TA,Y,0,0,0,128,0,NoPool,GdPrv,WD,Normal,159000,-145.42943918056574,302.00759185783073,0.13245178677524905
20,RL,NoAlley,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,614,Unf,0,244,GasA,TA,Y,SBrkr,0,1,0,3,1,TA,5,Typ,0,NoFirePlace,NoGarage,NoGarage,NoGarage,0,0,NoGarage,NoGarage,Y,0,0,0,0,0,NoPool,NoFence,WD,Normal,88000,-199.42956286375556,-346.99268084028125,-0.14490611078684523
20,RL,NoAlley,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,TA,Gd,CBlock,TA,TA,No,BLQ,450,Unf,0,432,GasA,TA,Y,SBrkr,0,1,0,3,1,TA,5,Typ,0,NoFirePlace,Detchd,1970.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,NoPool,MnPrv,WD,Normal,122000,-175.42953975413013,-346.99265667716224,0.08353937617241236
70,RL,NoAlley,Reg,Lvl,Inside,BrkSide,RRAn,1Fam,2Story,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,698,GasA,Ex,Y,FuseA,0,1,0,3,1,TA,7,Typ,0,NoFirePlace,Detchd,2003.0,Unf,1,384,TA,TA,Y,0,0,0,259,0,NoPool,NoFence,WD,Normal,153575,-359.4296536785329,351.00747590153406,-0.08482631599222223
60,RL,NoAlley,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1079,GasA,Ex,Y,SBrkr,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,2,685,Gd,TA,Y,0,51,0,0,0,NoPool,NoFence,New,Partial,233230,21.570531123592446,493.0076186740161,0.7519902313457933
190,RL,Grvl,Reg,Bnk,Inside,SWISU,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Fa,PConc,TA,Fa,No,Rec,210,Unf,0,570,GasA,Ex,N,SBrkr,1,2,0,6,1,Fa,9,Typ,0,NoFirePlace,NoGarage,NoGarage,NoGarage,0,0,NoGarage,NoGarage,N,0,184,0,0,0,NoPool,NoFence,WD,Normal,135900,-277.42950142497307,433.00756979676754,-0.5025149632704089
50,RL,NoAlley,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,LwQ,292,Unf,0,476,GasA,Gd,Y,SBrkr,0,1,1,3,1,TA,8,Min2,1,Gd,Attchd,1949.0,Unf,1,281,TA,TA,Y,0,0,0,160,0,NoPool,NoFence,WD,Normal,131000,-289.4293844592321,221.0075969557642,0.1506401859756572
60,RL,NoAlley,IR1,Lvl,Corner,NWAmes,PosA,1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,TA,TA,CBlock,TA,TA,No,ALQ,795,Unf,0,0,GasA,Fa,Y,SBrkr,1,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1977.0,Fin,2,539,TA,TA,Y,0,250,0,0,0,NoPool,NoFence,WD,Normal,235000,-262.4292501609443,448.00770786119284,0.6406046742777303
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,TA,TA,CBlock,TA,TA,No,GLQ,1285,Unf,0,131,GasA,TA,Y,SBrkr,1,1,0,3,1,TA,7,Typ,2,Gd,Attchd,1953.0,Fin,2,418,TA,TA,Y,110,0,0,0,0,NoPool,NoFence,WD,Normal,167000,358.5707148674669,-346.9923519624077,0.13350242109752664
80,RL,NoAlley,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,819,Unf,0,184,GasA,TA,Y,SBrkr,1,1,0,3,1,TA,6,Typ,0,NoFirePlace,Detchd,1984.0,Unf,2,588,TA,TA,Y,120,0,0,0,0,NoPool,GdPrv,WD,Normal,142500,-54.42949794635285,-346.9926018873398,-0.39350696867427715
50,RM,NoAlley,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,420,Unf,0,490,GasA,TA,Y,FuseA,0,1,1,4,1,TA,6,Typ,0,NoFirePlace,Attchd,1950.0,Unf,1,282,TA,TA,Y,289,0,0,0,0,NoPool,MnPrv,WD,Normal,152000,-147.42953798273027,301.00753784363036,0.41675641751066017
60,FV,Pave,IR1,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,Gd,TA,PConc,Gd,TA,No,BLQ,649,Unf,0,326,GasA,Ex,Y,SBrkr,0,2,1,3,1,Gd,7,Typ,1,TA,Detchd,1997.0,RFn,2,576,TA,TA,Y,0,10,0,198,0,NoPool,NoFence,WD,Normal,239000,-82.42950944685981,628.0076094867743,-0.18577811541392109
60,RL,NoAlley,Reg,Lvl,Inside,NWAmes,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,Gd,TA,CBlock,TA,TA,No,ALQ,384,Rec,175,143,GasA,Gd,Y,SBrkr,0,1,2,3,1,TA,7,Typ,1,Gd,Attchd,1968.0,Unf,2,539,TA,TA,Y,224,0,0,0,0,NoPool,NoFence,WD,Normal,175000,-355.42942909926114,355.0075876870059,0.3628665084476186
20,RL,NoAlley,Reg,Lvl,Inside,Crawfor,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,1092,GasA,Ex,Y,SBrkr,0,1,0,3,1,Gd,6,Typ,1,Gd,Attchd,1950.0,Unf,1,300,TA,TA,Y,0,36,0,0,0,NoPool,GdPrv,WD,Family,158500,34.5705659509822,-346.9925318447431,0.46544951116840316
190,RL,NoAlley,Reg,Lvl,Corner,Crawfor,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,TA,TA,CBlock,TA,TA,Mn,BLQ,841,Unf,0,324,GasA,TA,Y,SBrkr,1,1,0,2,1,TA,5,Typ,2,Gd,Attchd,1953.0,Unf,1,375,TA,TA,Y,0,0,0,0,0,NoPool,NoFence,WD,Normal,157000,107.57063785780383,-346.9924568993816,0.6243946111142531
60,RL,NoAlley,IR3,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,281,Unf,0,747,GasA,Ex,Y,SBrkr,0,2,1,4,1,Gd,9,Typ,1,TA,BuiltIn,1998.0,Fin,2,683,TA,TA,Y,208,50,0,0,0,NoPool,NoFence,WD,Normal,267000,-29.429396180584263,895.007691181411,0.5051052724048688
20,RL,NoAlley,IR1,Lvl,Corner,CollgCr,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1541,GasA,Ex,Y,SBrkr,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,3,843,TA,TA,Y,468,81,0,0,0,NoPool,NoFence,WD,Normal,205000,483.57065850439176,-346.99238469198133,0.6294395322541888
20,RL,NoAlley,Reg,Lvl,Corner,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,TA,TA,No,ALQ,894,Unf,0,0,GasA,TA,Y,SBrkr,1,1,0,3,1,TA,5,Typ,0,NoFirePlace,Attchd,1975.0,Unf,2,552,TA,TA,Y,256,0,0,0,0,NoPool,GdWo,WD,Abnorml,149900,-163.4295454324648,-346.99266005921555,0.0890283975358841
75,RM,NoAlley,Reg,Lvl,Inside,OldTown,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1470,GasA,Ex,Y,SBrkr,0,3,0,3,1,Gd,10,Typ,1,Ex,Attchd,2003.0,Unf,3,870,TA,TA,Y,302,0,0,0,0,NoPool,NoFence,WD,Normal,295000,412.5707168073375,1471.0077964442978,0.7446187185407709
20,RL,NoAlley,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,1464,Unf,0,536,GasA,Ex,Y,SBrkr,1,2,0,3,1,Gd,8,Typ,0,NoFirePlace,Attchd,2004.0,Fin,3,888,TA,TA,Y,168,0,0,0,0,NoPool,NoFence,WD,Normal,305900,942.5707324611881,-346.9922527986126,0.20273867961434178
60,RL,NoAlley,Reg,Lvl,Inside,SawyerW,Feedr,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,246.0,Gd,TA,CBlock,Gd,TA,No,ALQ,700,Unf,0,0,GasA,Gd,Y,SBrkr,1,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1990.0,RFn,3,746,TA,TA,Y,127,44,224,0,0,NoPool,NoFence,WD,Normal,225000,-357.4293865514055,774.0076616064187,0.6064936284820046
50,RM,Grvl,IR1,Lvl,Inside,IDOTRR,Artery,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,319,GasA,TA,Y,FuseA,0,1,0,3,1,Fa,6,Typ,0,NoFirePlace,NoGarage,NoGarage,NoGarage,0,0,NoGarage,NoGarage,N,0,144,0,0,0,NoPool,MnPrv,WD,Normal,89500,-738.4293714194364,24.007521403425358,-0.201612197927048
30,RL,NoAlley,IR1,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,262,Unf,0,599,GasA,Ex,Y,SBrkr,0,1,0,1,1,TA,4,Typ,0,NoFirePlace,Detchd,1961.0,Unf,2,539,TA,TA,Y,158,0,0,0,0,NoPool,NoFence,WD,Normal,82500,-196.42956137441615,-346.9926790755656,0.2801895032334727
20,RL,NoAlley,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274,Unf,0,622,GasA,Ex,Y,SBrkr,1,2,0,3,1,Ex,8,Typ,3,Ex,Attchd,2003.0,Fin,3,708,TA,TA,Y,208,175,0,0,0,NoPool,NoFence,WD,Normal,360000,838.5707329960819,-346.9922671665363,0.41242800305797545
60,RL,NoAlley,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,TA,TA,PConc,Gd,TA,No,ALQ,518,Unf,0,179,GasA,Gd,Y,SBrkr,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1993.0,Fin,2,420,TA,TA,Y,190,63,0,0,0,NoPool,NoFence,WD,Normal,165600,-360.42965432701794,457.0074990050496,-0.09923626326762403
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,680,Unf,0,292,GasA,Ex,Y,SBrkr,1,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,NoPool,NoFence,WD,Normal,132000,-85.42951070613344,-346.9926177627345,-0.24673315022816844
190,RM,NoAlley,Reg,Lvl,Inside,OldTown,Artery,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,507,Unf,0,286,GasA,TA,Y,SBrkr,1,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1939.0,Unf,2,410,TA,TA,Y,0,0,0,271,0,NoPool,MnPrv,WD,Normal,119900,-264.42959690851626,-21.992588630844693,-0.1464906078925452
20,RL,NoAlley,IR3,Low,Inside,Timber,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1236,Rec,820,80,GasW,TA,Y,SBrkr,2,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1965.0,RFn,2,513,TA,TA,Y,0,0,0,0,0,NoPool,NoFence,WD,Normal,375000,1078.5707208813892,-346.99224377289784,3.165832073760564
70,RM,Grvl,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,Gd,No,LwQ,16,Unf,0,712,GasA,Ex,Y,SBrkr,0,1,1,3,1,Ex,6,Typ,1,Gd,Detchd,1925.0,Unf,2,546,Fa,TA,Y,0,0,234,0,0,NoPool,NoFence,WD,Normal,178000,-329.42955951787224,462.00754347387107,-0.0012482821947124023
60,RL,NoAlley,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,425,Unf,0,291,GasA,Ex,Y,SBrkr,1,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2004.0,Fin,2,432,TA,TA,Y,100,51,0,0,0,NoPool,NoFence,WD,Normal,188500,-341.4296422000855,369.0074864743223,-0.1057082511623122
60,RL,NoAlley,IR1,Lvl,Corner,NWAmes,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,Gd,TA,CBlock,Gd,TA,No,GLQ,692,Unf,0,153,GasA,TA,Y,SBrkr,1,2,1,4,1,Ex,10,Typ,1,TA,Attchd,1983.0,RFn,2,484,TA,TA,Y,288,195,0,0,0,NoPool,GdPrv,WD,Normal,260000,-212.42939426092846,853.0076757095503,0.47634376568726466
60,FV,NoAlley,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1088,GasA,Ex,Y,SBrkr,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,3,1025,TA,TA,Y,208,46,0,0,0,NoPool,NoFence,WD,Normal,270000,30.570534373013288,524.0076251396986,0.04644519820616466
60,RL,NoAlley,Reg,Low,Inside,NoRidge,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,987,Unf,0,360,GasA,Ex,Y,SBrkr,1,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,3,656,TA,TA,Y,340,60,144,0,0,NoPool,NoFence,WD,Normal,260000,289.57062388869645,927.0077256098159,0.2158916384807732
80,RL,NoAlley,Reg,Lvl,Inside,NWAmes,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1036,Unf,0,336,GasA,TA,Y,SBrkr,1,2,0,3,1,TA,6,Typ,2,TA,Attchd,1980.0,Unf,2,588,TA,TA,Y,233,48,0,0,0,NoPool,NoFence,WD,Normal,187500,314.5706595691204,-346.9924078644083,0.4627676500490079
60,RL,NoAlley,Reg,Lvl,Corner,NridgHt,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,TA,TA,PConc,Ex,Gd,Av,Unf,0,Unf,0,1249,GasA,Ex,Y,SBrkr,0,3,1,4,1,Gd,9,Typ,0,NoFirePlace,Attchd,2006.0,RFn,3,840,TA,TA,Y,240,154,0,0,0,NoPool,NoFence,New,Partial,342643,191.5705865374905,1000.007706605073,0.7510458188969924
60,RL,NoAlley,IR1,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,Gd,TA,PConc,Ex,TA,Av,GLQ,970,Unf,0,166,GasA,Ex,Y,SBrkr,1,2,1,4,1,Gd,10,Typ,1,Gd,BuiltIn,2004.0,Fin,3,872,TA,TA,Y,184,154,0,0,0,NoPool,NoFence,WD,Normal,354000,78.57055106756616,985.0076829425418,0.4371851044916344
60,RL,NoAlley,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,28,ALQ,1474,0,GasA,Ex,Y,SBrkr,1,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1987.0,Fin,2,576,TA,TA,Y,201,96,0,0,0,NoPool,MnPrv,WD,Normal,301000,444.5706690824104,830.0077538498276,0.23618649339973352
20,RM,NoAlley,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,256,Unf,0,906,GasA,Ex,Y,SBrkr,1,1,0,3,1,TA,6,Typ,0,NoFirePlace,Attchd,1955.0,Unf,1,220,Fa,TA,Y,142,98,0,0,0,NoPool,NoFence,WD,Normal,126175,104.57056016980664,-346.99252703852113,-0.5360299115221245
80,RL,NoAlley,Reg,Lvl,Corner,NAmes,PosN,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300.0,Gd,Gd,CBlock,Gd,TA,No,Unf,0,Unf,0,710,GasA,Ex,Y,SBrkr,0,2,1,5,1,Gd,11,Typ,1,Gd,BuiltIn,1961.0,Fin,2,564,TA,TA,Y,240,0,0,0,0,NoPool,NoFence,WD,Normal,242000,-347.42909180633717,733.0078102733216,0.36065397817932876
45,RM,NoAlley,Reg,Lvl,Inside,IDOTRR,RRAe,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,116,Unf,0,604,GasA,Po,N,FuseF,0,1,0,2,1,TA,5,Typ,0,NoFirePlace,Detchd,1941.0,Unf,2,360,TA,TA,Y,0,0,244,0,0,NoPool,NoFence,WD,Normal,87000,-337.4295782336251,-346.99271433395376,-0.6602167597428998
